"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
7929,1096,1,0.47,"e",11,30,"Renault, Nissan or Citroen","Regular","Centre",741
7974,1460,1,0.3,"g",5,54,"Renault, Nissan or Citroen","Diesel","Centre",335
7997,1136,1,0.66,"f",3,51,"Renault, Nissan or Citroen","Diesel","Centre",48
8002,1099,1,0.58,"g",2,74,"Japanese (except Nissan) or Korean","Regular","Centre",3866
8012,545,1,0.74,"g",14,32,"Renault, Nissan or Citroen","Regular","Ile-de-France",4478
8052,1377,1,0.51,"g",14,55,"Renault, Nissan or Citroen","Regular","Basse-Normandie",21
8055,162,1,1,"g",7,57,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",13
8063,1061,1,1,"f",6,50,"Fiat","Diesel","Centre",51
8068,1072,1,1,"g",2,48,"Renault, Nissan or Citroen","Diesel","Centre",20
8097,1204,1,0.08,"d",2,53,"Renault, Nissan or Citroen","Regular","Centre",1313
8144,61,1,0.08,"f",3,47,"Opel, General Motors or Ford","Diesel","Centre",43
8168,115511,1,0.09,"h",9,76,"Renault, Nissan or Citroen","Diesel","Centre",48
8176,1093,1,1,"e",6,42,"Opel, General Motors or Ford","Diesel","Centre",22
8222,1181,1,1,"d",5,50,"Fiat","Regular","Centre",295
8269,1221,1,0.87,"h",16,39,"Mercedes, Chrysler or BMW","Regular","Centre",295
8271,1129,1,1,"f",5,43,"Renault, Nissan or Citroen","Diesel","Centre",399
8288,1110,1,0.31,"i",4,65,"Japanese (except Nissan) or Korean","Regular","Centre",1054
8342,258,1,1,"f",11,26,"Renault, Nissan or Citroen","Regular","Centre",44
8347,170,1,1,"e",5,29,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",84
8369,686,1,1,"g",4,45,"Japanese (except Nissan) or Korean","Regular","Centre",1054
8409,732,1,1,"d",13,77,"Renault, Nissan or Citroen","Regular","Centre",137
8415,1161,1,0.74,"f",2,64,"Renault, Nissan or Citroen","Diesel","Centre",30
8425,1115,1,1,"g",15,51,"Renault, Nissan or Citroen","Regular","Centre",44
8437,556,1,0.19,"j",8,23,"Opel, General Motors or Ford","Diesel","Centre",308
8439,304,1,1,"g",12,29,"Renault, Nissan or Citroen","Regular","Centre",44
8442,252,1,0.87,"e",3,29,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",1054
8493,1747,2,1,"g",1,67,"Opel, General Motors or Ford","Diesel","Centre",72
8493,344,2,1,"g",1,67,"Opel, General Motors or Ford","Diesel","Centre",72
8508,890,1,1,"g",2,53,"Mercedes, Chrysler or BMW","Regular","Centre",44
8515,1101,1,1,"f",11,47,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",1408
8560,89,1,0.9,"h",15,42,"other","Regular","Pays-de-la-Loire",1408
8565,1140,1,0.62,"g",14,39,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",713
8573,17,1,0.66,"e",6,41,"Volkswagen, Audi, Skoda or Seat","Diesel","Bretagne",444
8592,1071,1,0.06,"l",0,49,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",490
8597,1076,1,0.61,"f",16,59,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",167
8620,1155,1,0.52,"d",16,50,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",1408
8631,1030,1,1,"e",3,30,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",167
8647,4353,1,0.06,"j",12,47,"Japanese (except Nissan) or Korean","Regular","Pays-de-la-Loire",1199
8661,91,1,1,"d",11,59,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",1408
8674,1095,2,0.5,"m",14,33,"Mercedes, Chrysler or BMW","Regular","Pays-de-la-Loire",713
8674,1111,2,0.5,"m",14,33,"Mercedes, Chrysler or BMW","Regular","Pays-de-la-Loire",713
8732,1106,1,0.91,"h",16,59,"other","Diesel","Bretagne",575
8744,1207,1,0.45,"h",8,26,"Japanese (except Nissan) or Korean","Regular","Centre",38
8750,202,1,0.33,"g",9,36,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",23
8781,946,2,1,"f",1,48,"Renault, Nissan or Citroen","Regular","Bretagne",287
8781,284,2,1,"f",1,48,"Renault, Nissan or Citroen","Regular","Bretagne",287
8784,411,1,1,"f",14,41,"Renault, Nissan or Citroen","Regular","Bretagne",287
8792,1111,1,0.58,"f",11,33,"Renault, Nissan or Citroen","Diesel","Bretagne",136
8847,1926,1,0.75,"f",13,41,"Renault, Nissan or Citroen","Regular","Bretagne",575
8864,1163,1,0.45,"e",20,46,"Opel, General Motors or Ford","Regular","Bretagne",541
8899,1185,1,0.58,"g",5,43,"Renault, Nissan or Citroen","Diesel","Bretagne",65
8907,1432,1,1,"e",10,39,"Renault, Nissan or Citroen","Diesel","Bretagne",98
8933,261,1,1,"h",4,56,"Mercedes, Chrysler or BMW","Diesel","Bretagne",747
8945,1144,1,1,"d",5,33,"Mercedes, Chrysler or BMW","Diesel","Bretagne",247
8968,1107,1,0.86,"e",18,40,"Volkswagen, Audi, Skoda or Seat","Regular","Bretagne",359
9015,1104,1,0.61,"j",2,39,"Japanese (except Nissan) or Korean","Diesel","Bretagne",247
9016,943,1,1,"g",2,28,"Fiat","Regular","Bretagne",747
9019,1154,1,1,"e",4,65,"Renault, Nissan or Citroen","Regular","Bretagne",747
9062,1151,1,1,"g",3,35,"Renault, Nissan or Citroen","Regular","Bretagne",165
9087,1538,1,1,"g",12,32,"Opel, General Motors or Ford","Diesel","Bretagne",165
9108,1164,1,0.6,"g",10,38,"Mercedes, Chrysler or BMW","Diesel","Bretagne",747
9111,567,1,0.31,"e",12,28,"Renault, Nissan or Citroen","Diesel","Bretagne",165
9118,1193,1,1,"e",4,46,"Opel, General Motors or Ford","Diesel","Bretagne",98
9125,901,1,1,"g",3,39,"Opel, General Motors or Ford","Regular","Bretagne",431
9137,1157,1,0.57,"d",13,49,"Renault, Nissan or Citroen","Regular","Bretagne",3021
9156,1117,1,0.04,"f",10,38,"Renault, Nissan or Citroen","Diesel","Aquitaine",277
9158,547,1,0.81,"f",14,38,"Renault, Nissan or Citroen","Diesel","Aquitaine",277
9185,1141,1,0.92,"d",2,47,"Fiat","Regular","Bretagne",359
9255,1436,1,1,"d",7,27,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
9273,3178,1,0.9,"g",8,26,"Volkswagen, Audi, Skoda or Seat","Regular","Bretagne",165
9278,1128,1,1,"e",8,55,"other","Diesel","Bretagne",287
9287,1851,1,0.95,"g",3,39,"Renault, Nissan or Citroen","Diesel","Bretagne",747
9288,2006,1,0.98,"h",1,48,"Opel, General Motors or Ford","Diesel","Bretagne",747
9298,116379,1,0.62,"k",11,37,"other","Regular","Bretagne",431
9302,1069,1,0.75,"d",11,21,"Renault, Nissan or Citroen","Regular","Bretagne",165
9414,1153,1,1,"g",5,36,"Fiat","Regular","Centre",1313
9440,1158,1,1,"g",15,37,"Renault, Nissan or Citroen","Regular","Centre",57
9446,1413,1,0.07,"g",9,32,"Renault, Nissan or Citroen","Regular","Haute-Normandie",86
9465,1380,1,1,"g",5,45,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1974
9476,4307,1,1,"f",5,45,"Volkswagen, Audi, Skoda or Seat","Diesel","Poitou-Charentes",21
9484,1190,1,0.1,"f",12,23,"Fiat","Regular","Poitou-Charentes",435
9499,15342,1,0.42,"l",7,33,"Opel, General Motors or Ford","Regular","Poitou-Charentes",1974
9515,255,1,1,"f",5,37,"Fiat","Diesel","Poitou-Charentes",435
9518,2728,1,1,"g",7,37,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",1974
9526,1181,1,0.93,"e",11,42,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",798
9533,2549,1,1,"e",3,24,"Volkswagen, Audi, Skoda or Seat","Diesel","Poitou-Charentes",1974
9569,499,1,0.52,"d",6,54,"Fiat","Regular","Ile-de-France",27000
9570,1089,1,1,"g",15,35,"Renault, Nissan or Citroen","Diesel","Centre",18
9571,1129,1,1,"d",12,40,"Fiat","Regular","Centre",20
9606,1094,1,0.92,"e",10,35,"Renault, Nissan or Citroen","Diesel","Centre",220
9620,1114,1,0.57,"e",3,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",4128
9624,531,1,0.11,"g",11,28,"Renault, Nissan or Citroen","Diesel","Centre",220
9628,1079,1,1,"f",4,61,"Renault, Nissan or Citroen","Diesel","Centre",81
9629,3703,1,0.73,"j",3,36,"Renault, Nissan or Citroen","Diesel","Limousin",8
9636,1147,1,1,"f",3,42,"Renault, Nissan or Citroen","Diesel","Centre",35
9639,2157,1,1,"f",4,33,"Renault, Nissan or Citroen","Regular","Centre",10
9664,1074,1,1,"e",8,24,"Renault, Nissan or Citroen","Regular","Centre",43
9681,1157,1,0.8,"g",14,37,"Renault, Nissan or Citroen","Regular","Limousin",30
9682,1080,1,0.19,"i",11,37,"Renault, Nissan or Citroen","Regular","Limousin",30
9737,1080,1,0.29,"f",5,27,"Renault, Nissan or Citroen","Diesel","Centre",6
9766,1045,1,0.66,"e",7,27,"Opel, General Motors or Ford","Diesel","Centre",11
9784,134,1,0.82,"f",3,30,"Renault, Nissan or Citroen","Diesel","Centre",48
9786,3210,1,0.08,"g",14,45,"Renault, Nissan or Citroen","Regular","Centre",741
9803,1152,1,0.9,"g",2,35,"Renault, Nissan or Citroen","Regular","Centre",1600
9816,1147,1,0.75,"f",1,24,"Renault, Nissan or Citroen","Regular","Ile-de-France",6689
9872,395,1,0.33,"f",9,37,"Opel, General Motors or Ford","Regular","Centre",126
9918,1332,1,0.67,"e",1,23,"Renault, Nissan or Citroen","Diesel","Centre",24
9952,92,1,0.47,"f",7,34,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",153
9953,1158,1,1,"h",12,44,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",153
9960,1150,1,0.45,"f",10,31,"Fiat","Regular","Poitou-Charentes",93
10015,2027,1,0.1,"g",7,41,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",153
10022,617,1,1,"g",2,81,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",104
10030,78,1,1,"j",5,44,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",94
10065,2771,1,0.78,"e",14,45,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",105
10070,1130,1,1,"f",9,35,"Renault, Nissan or Citroen","Diesel","Centre",27
10075,297,1,1,"g",10,37,"Renault, Nissan or Citroen","Regular","Centre",105
10088,8421,1,0.64,"e",11,19,"Renault, Nissan or Citroen","Regular","Centre",203
10108,4502,1,0.26,"i",13,31,"Renault, Nissan or Citroen","Regular","Centre",1313
10130,33,1,1,"d",8,36,"Opel, General Motors or Ford","Regular","Centre",282
10153,1197,1,0.84,"f",2,29,"Renault, Nissan or Citroen","Diesel","Ile-de-France",15703
10168,1107,1,1,"i",9,40,"Renault, Nissan or Citroen","Regular","Centre",1064
10183,322,1,1,"g",7,59,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",373
10201,1114,1,1,"e",4,62,"Fiat","Diesel","Centre",105
10219,1125,1,1,"e",9,35,"Opel, General Motors or Ford","Diesel","Centre",105
10254,589,1,0.41,"g",4,41,"Renault, Nissan or Citroen","Diesel","Centre",27
10271,1109,1,1,"f",6,37,"Fiat","Diesel","Centre",1313
10282,328,1,0.54,"d",0,20,"Opel, General Motors or Ford","Diesel","Centre",105
10284,1133,1,1,"f",14,46,"Volkswagen, Audi, Skoda or Seat","Regular","Poitou-Charentes",435
10288,1137,1,0.98,"f",8,47,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",25
10299,3895,1,1,"f",1,54,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",128
10318,1292,1,1,"e",4,32,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",362
10339,1145,1,1,"d",10,67,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1974
10352,1821,1,0.92,"i",15,54,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",128
10354,1114,1,1,"j",8,26,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",826
10372,101,1,0.35,"e",6,23,"Renault, Nissan or Citroen","Regular","Aquitaine",64
10387,218,1,0.79,"d",6,47,"Fiat","Regular","Poitou-Charentes",1974
10389,1113,1,0.8,"f",8,20,"Fiat","Diesel","Poitou-Charentes",81
10419,1099,1,0.75,"e",20,51,"Opel, General Motors or Ford","Regular","Poitou-Charentes",230
10444,1647,1,0.45,"e",7,52,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",1974
10446,861,1,0.02,"f",12,51,"Fiat","Regular","Poitou-Charentes",1974
10468,1093,1,1,"j",9,27,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",1974
10476,379,1,0.65,"g",6,34,"Opel, General Motors or Ford","Regular","Poitou-Charentes",29
10492,1119,1,0.94,"f",8,22,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",88
10511,1086,1,0.72,"g",7,75,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",80
10530,285,1,0.31,"e",2,27,"Volkswagen, Audi, Skoda or Seat","Regular","Poitou-Charentes",298
10537,2203,1,0.29,"d",12,40,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1974
10586,928,1,1,"f",7,58,"other","Diesel","Pays-de-la-Loire",85
10608,1084,1,0.55,"d",4,31,"other","Regular","Pays-de-la-Loire",3541
10638,88,1,0.16,"e",13,22,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",213
10643,630,1,0.79,"e",1,58,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",657
10646,1090,1,0.57,"e",8,49,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",657
10649,1176,1,0.16,"f",6,51,"other","Regular","Poitou-Charentes",657
10664,1142,1,0.83,"e",8,45,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",20
10685,1137,1,1,"m",2,49,"Opel, General Motors or Ford","Regular","Poitou-Charentes",657
10707,1064,1,0.56,"i",14,43,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",657
10727,58,1,1,"d",1,27,"Volkswagen, Audi, Skoda or Seat","Diesel","Poitou-Charentes",965
10735,922,1,1,"j",13,27,"Opel, General Motors or Ford","Regular","Poitou-Charentes",12
10757,1122,1,0.16,"i",14,34,"Japanese (except Nissan) or Korean","Regular","Poitou-Charentes",657
10851,1147,1,0.36,"g",12,52,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",57
10853,86,1,1,"g",3,45,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",2694
10893,2036,1,1,"d",6,29,"Renault, Nissan or Citroen","Diesel","Centre",393
10900,797,1,0.57,"f",5,42,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",4116
10939,2240,1,1,"f",16,46,"Renault, Nissan or Citroen","Diesel","Centre",1313
10940,4675,1,0.03,"f",5,23,"Renault, Nissan or Citroen","Diesel","Centre",15
11033,57,1,1,"e",9,54,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",84
11062,1144,1,0.88,"f",2,35,"Renault, Nissan or Citroen","Regular","Ile-de-France",27000
11128,351,1,0.74,"f",11,47,"Renault, Nissan or Citroen","Diesel","Centre",1313
11129,1177,1,1,"g",1,46,"Renault, Nissan or Citroen","Diesel","Centre",84
11132,1652,1,1,"g",7,65,"Japanese (except Nissan) or Korean","Regular","Centre",30
11137,1730,1,0.25,"g",4,54,"Mercedes, Chrysler or BMW","Regular","Centre",214
11139,335,1,0.48,"f",4,53,"Renault, Nissan or Citroen","Diesel","Centre",105
11149,143,1,0.63,"e",10,24,"Opel, General Motors or Ford","Diesel","Centre",19
11205,1132,1,1,"f",4,41,"Japanese (except Nissan) or Korean","Regular","Centre",214
11306,1165,1,0.33,"f",5,37,"Renault, Nissan or Citroen","Diesel","Ile-de-France",17140
11307,1169,1,0.42,"g",3,37,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",17140
11332,1729,1,0.41,"j",1,40,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",421
11344,1096,1,0.45,"e",7,41,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",4116
11347,1400,1,0.74,"f",6,26,"Renault, Nissan or Citroen","Diesel","Centre",4116
11352,1125,1,0.54,"f",13,21,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",358
11382,1172,2,1,"f",7,48,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",4116
11382,68,2,1,"f",7,48,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",4116
11384,2126,1,0.3,"f",5,32,"other","Diesel","Centre",754
11390,1755,1,0.08,"e",6,41,"Renault, Nissan or Citroen","Regular","Centre",4116
11397,1214,1,0.16,"e",5,26,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",1109
11417,1110,1,1,"g",13,30,"Renault, Nissan or Citroen","Regular","Centre",1109
11430,1149,1,1,"d",8,38,"Renault, Nissan or Citroen","Regular","Centre",4116
11434,547,1,0.91,"e",12,49,"Renault, Nissan or Citroen","Regular","Centre",632
11479,1104,1,0.47,"g",11,28,"Renault, Nissan or Citroen","Regular","Centre",4116
11490,1130,1,1,"e",12,33,"Renault, Nissan or Citroen","Diesel","Centre",370
11528,172,1,0.99,"e",1,28,"Renault, Nissan or Citroen","Diesel","Ile-de-France",6465
11532,3507,1,0.54,"e",7,61,"Renault, Nissan or Citroen","Regular","Centre",4116
11541,61,1,0.29,"g",12,46,"Renault, Nissan or Citroen","Regular","Centre",1600
11551,182,1,0.19,"g",10,47,"Renault, Nissan or Citroen","Diesel","Centre",1109
11555,1130,1,0.75,"g",2,36,"Opel, General Motors or Ford","Diesel","Centre",168
11594,1100,1,0.2,"f",14,43,"Renault, Nissan or Citroen","Diesel","Centre",4116
11607,1471,1,0.83,"g",11,54,"Renault, Nissan or Citroen","Diesel","Centre",4116
11682,1101,1,0.5,"d",1,22,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",4116
11683,1547,1,0.09,"d",1,22,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",4116
11720,1143,1,1,"i",3,56,"Renault, Nissan or Citroen","Diesel","Centre",421
11726,1085,1,1,"j",8,37,"Renault, Nissan or Citroen","Diesel","Centre",286
11736,1007,1,0.93,"g",12,42,"Opel, General Motors or Ford","Regular","Centre",754
11743,1116,1,0.5,"g",1,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",821
11748,1107,1,0.56,"d",12,43,"Renault, Nissan or Citroen","Regular","Ile-de-France",5053
11758,36,1,1,"g",10,34,"Renault, Nissan or Citroen","Regular","Centre",421
11776,1134,1,0.83,"f",2,28,"Renault, Nissan or Citroen","Diesel","Centre",1332
11782,1136,1,0.47,"f",13,55,"Renault, Nissan or Citroen","Regular","Ile-de-France",1867
11790,4611,2,1,"g",1,56,"Mercedes, Chrysler or BMW","Diesel","Centre",307
11790,1119,2,1,"g",1,56,"Mercedes, Chrysler or BMW","Diesel","Centre",307
11799,1109,1,0.61,"i",24,24,"other","Diesel","Centre",26
11805,1108,1,1,"g",7,69,"Renault, Nissan or Citroen","Diesel","Centre",168
11809,1182,1,0.58,"d",11,36,"Opel, General Motors or Ford","Regular","Centre",168
11810,835,1,1,"d",3,49,"Renault, Nissan or Citroen","Regular","Centre",10
11824,87,1,0.96,"g",11,32,"Renault, Nissan or Citroen","Regular","Centre",4116
11836,1122,1,1,"e",5,45,"Renault, Nissan or Citroen","Diesel","Centre",44
11839,1127,1,0.24,"h",0,38,"Renault, Nissan or Citroen","Diesel","Centre",22
11840,2618,1,0.21,"h",0,38,"Renault, Nissan or Citroen","Diesel","Centre",22
11935,195,1,0.75,"f",7,26,"Renault, Nissan or Citroen","Diesel","Ile-de-France",12374
11940,2801,2,0.1,"f",8,30,"Fiat","Diesel","Ile-de-France",115
11940,1164,2,0.1,"f",8,30,"Fiat","Diesel","Ile-de-France",115
11945,1104,1,1,"e",12,37,"Renault, Nissan or Citroen","Regular","Ile-de-France",175
11984,4201,1,0.06,"f",4,23,"Renault, Nissan or Citroen","Diesel","Ile-de-France",55
12026,2113,1,0.31,"e",5,45,"other","Diesel","Ile-de-France",1152
12037,434,1,0.53,"g",9,30,"Renault, Nissan or Citroen","Diesel","Centre",64
12044,1884,1,0.12,"g",9,60,"Renault, Nissan or Citroen","Regular","Centre",1600
12092,93,1,0.41,"l",11,53,"Renault, Nissan or Citroen","Regular","Centre",163
12097,2283,1,0.58,"e",15,31,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",282
12126,170,1,1,"e",12,33,"Renault, Nissan or Citroen","Diesel","Centre",73
12129,252,1,0.78,"g",10,26,"Opel, General Motors or Ford","Regular","Centre",3866
12160,1077,1,0.9,"d",14,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",3866
12182,2580,1,0.36,"f",6,30,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
12196,85,1,0.46,"g",8,26,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",1127
12252,1137,1,1,"d",17,42,"Renault, Nissan or Citroen","Regular","Centre",48
12302,447,1,1,"d",4,53,"Fiat","Regular","Centre",511
12344,408,1,0.35,"f",11,24,"Renault, Nissan or Citroen","Diesel","Centre",149
12363,1482,1,0.09,"i",9,23,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",16
12365,418,1,0.35,"i",9,23,"Volkswagen, Audi, Skoda or Seat","Regular","Centre",16
12389,1065,1,1,"f",3,26,"Renault, Nissan or Citroen","Diesel","Centre",3866
12392,1130,1,1,"d",3,71,"Renault, Nissan or Citroen","Regular","Centre",163
12428,525,1,1,"d",12,52,"Renault, Nissan or Citroen","Regular","Centre",196
12436,2469,1,0.89,"g",10,44,"Renault, Nissan or Citroen","Diesel","Centre",23
12462,1169,1,1,"f",14,39,"Renault, Nissan or Citroen","Regular","Centre",48
12509,1149,1,0.74,"h",15,28,"Renault, Nissan or Citroen","Diesel","Centre",74
12565,8250,1,1,"e",1,48,"Opel, General Motors or Ford","Regular","Centre",135
12566,1099,1,0.87,"d",12,21,"Renault, Nissan or Citroen","Diesel","Centre",59
12581,2058,1,0.24,"h",10,23,"Opel, General Motors or Ford","Regular","Centre",1052
12595,489,1,0.44,"f",11,53,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",60
12605,78,1,0.29,"h",11,27,"Opel, General Motors or Ford","Regular","Centre",1064
12610,1153,1,1,"f",11,40,"Renault, Nissan or Citroen","Regular","Centre",286
12619,1104,1,1,"e",1,22,"Opel, General Motors or Ford","Diesel","Centre",493
12625,80,1,0.05,"g",14,52,"Renault, Nissan or Citroen","Regular","Centre",1064
12687,467,1,0.62,"f",9,19,"Renault, Nissan or Citroen","Diesel","Centre",3368
12693,357,1,0.04,"d",11,39,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",32
12695,1126,1,0.59,"f",3,39,"Renault, Nissan or Citroen","Diesel","Centre",32
12696,1459,1,0.32,"g",29,52,"Renault, Nissan or Citroen","Regular","Centre",73
12701,1168,1,0.48,"d",5,27,"Opel, General Motors or Ford","Regular","Ile-de-France",27000
12711,6088,1,0.93,"d",1,31,"Opel, General Motors or Ford","Diesel","Centre",146
