PolicyID,ClaimNb,Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density,ClaimAmount
7997,1,0.66,f,3,51,"Renault, Nissan or Citroen",Diesel,Centre,48,1136
8002,1,0.58,g,2,74,Japanese (except Nissan) or Korean,Regular,Centre,3866,1099
8012,1,0.74,g,14,32,"Renault, Nissan or Citroen",Regular,Ile-de-France,4478,545
8052,1,0.51,g,14,55,"Renault, Nissan or Citroen",Regular,Basse-Normandie,21,1377
8055,1,1.0,g,7,57,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,13,162
8063,1,1.0,f,6,50,Fiat,Diesel,Centre,51,1061
8068,1,1.0,g,2,48,"Renault, Nissan or Citroen",Diesel,Centre,20,1072
8097,1,0.08,d,2,53,"Renault, Nissan or Citroen",Regular,Centre,1313,1204
8144,1,0.08,f,3,47,"Opel, General Motors or Ford",Diesel,Centre,43,61
8168,1,0.09,h,9,76,"Renault, Nissan or Citroen",Diesel,Centre,48,115511
8176,1,1.0,e,6,42,"Opel, General Motors or Ford",Diesel,Centre,22,1093
8222,1,1.0,d,5,50,Fiat,Regular,Centre,295,1181
8269,1,0.87,h,16,39,"Mercedes, Chrysler or BMW",Regular,Centre,295,1221
8271,1,1.0,f,5,43,"Renault, Nissan or Citroen",Diesel,Centre,399,1129
8288,1,0.31,i,4,65,Japanese (except Nissan) or Korean,Regular,Centre,1054,1110
8342,1,1.0,f,11,26,"Renault, Nissan or Citroen",Regular,Centre,44,258
8347,1,1.0,e,5,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,84,170
8369,1,1.0,g,4,45,Japanese (except Nissan) or Korean,Regular,Centre,1054,686
8409,1,1.0,d,13,77,"Renault, Nissan or Citroen",Regular,Centre,137,732
8415,1,0.74,f,2,64,"Renault, Nissan or Citroen",Diesel,Centre,30,1161
8425,1,1.0,g,15,51,"Renault, Nissan or Citroen",Regular,Centre,44,1115
8437,1,0.19,j,8,23,"Opel, General Motors or Ford",Diesel,Centre,308,556
8439,1,1.0,g,12,29,"Renault, Nissan or Citroen",Regular,Centre,44,304
8442,1,0.87,e,3,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,1054,252
8493,2,1.0,g,1,67,"Opel, General Motors or Ford",Diesel,Centre,72,1747
8493,2,1.0,g,1,67,"Opel, General Motors or Ford",Diesel,Centre,72,344
8508,1,1.0,g,2,53,"Mercedes, Chrysler or BMW",Regular,Centre,44,890
8515,1,1.0,f,11,47,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,1408,1101
8560,1,0.9,h,15,42,other,Regular,Pays-de-la-Loire,1408,89
8565,1,0.62,g,14,39,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,713,1140
8573,1,0.66,e,6,41,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,444,17
8592,1,0.06,l,0,49,Japanese (except Nissan) or Korean,Diesel,Pays-de-la-Loire,490,1071
8597,1,0.61,f,16,59,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,167,1076
8620,1,0.52,d,16,50,"Opel, General Motors or Ford",Regular,Pays-de-la-Loire,1408,1155
8631,1,1.0,e,3,30,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,167,1030
8647,1,0.06,j,12,47,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1199,4353
8661,1,1.0,d,11,59,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,1408,91
8674,2,0.5,m,14,33,"Mercedes, Chrysler or BMW",Regular,Pays-de-la-Loire,713,1095
8674,2,0.5,m,14,33,"Mercedes, Chrysler or BMW",Regular,Pays-de-la-Loire,713,1111
8732,1,0.91,h,16,59,other,Diesel,Bretagne,575,1106
8744,1,0.45,h,8,26,Japanese (except Nissan) or Korean,Regular,Centre,38,1207
8750,1,0.33,g,9,36,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,23,202
8781,2,1.0,f,1,48,"Renault, Nissan or Citroen",Regular,Bretagne,287,946
8781,2,1.0,f,1,48,"Renault, Nissan or Citroen",Regular,Bretagne,287,284
8784,1,1.0,f,14,41,"Renault, Nissan or Citroen",Regular,Bretagne,287,411
8792,1,0.58,f,11,33,"Renault, Nissan or Citroen",Diesel,Bretagne,136,1111
8847,1,0.75,f,13,41,"Renault, Nissan or Citroen",Regular,Bretagne,575,1926
8864,1,0.45,e,20,46,"Opel, General Motors or Ford",Regular,Bretagne,541,1163
8899,1,0.58,g,5,43,"Renault, Nissan or Citroen",Diesel,Bretagne,65,1185
8907,1,1.0,e,10,39,"Renault, Nissan or Citroen",Diesel,Bretagne,98,1432
8933,1,1.0,h,4,56,"Mercedes, Chrysler or BMW",Diesel,Bretagne,747,261
8945,1,1.0,d,5,33,"Mercedes, Chrysler or BMW",Diesel,Bretagne,247,1144
8968,1,0.86,e,18,40,"Volkswagen, Audi, Skoda or Seat",Regular,Bretagne,359,1107
9015,1,0.61,j,2,39,Japanese (except Nissan) or Korean,Diesel,Bretagne,247,1104
9016,1,1.0,g,2,28,Fiat,Regular,Bretagne,747,943
9019,1,1.0,e,4,65,"Renault, Nissan or Citroen",Regular,Bretagne,747,1154
9062,1,1.0,g,3,35,"Renault, Nissan or Citroen",Regular,Bretagne,165,1151
9087,1,1.0,g,12,32,"Opel, General Motors or Ford",Diesel,Bretagne,165,1538
9108,1,0.6,g,10,38,"Mercedes, Chrysler or BMW",Diesel,Bretagne,747,1164
9111,1,0.31,e,12,28,"Renault, Nissan or Citroen",Diesel,Bretagne,165,567
9118,1,1.0,e,4,46,"Opel, General Motors or Ford",Diesel,Bretagne,98,1193
9125,1,1.0,g,3,39,"Opel, General Motors or Ford",Regular,Bretagne,431,901
9137,1,0.57,d,13,49,"Renault, Nissan or Citroen",Regular,Bretagne,3021,1157
9156,1,0.04,f,10,38,"Renault, Nissan or Citroen",Diesel,Aquitaine,277,1117
9158,1,0.81,f,14,38,"Renault, Nissan or Citroen",Diesel,Aquitaine,277,547
9185,1,0.92,d,2,47,Fiat,Regular,Bretagne,359,1141
9255,1,1.0,d,7,27,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1436
9273,1,0.9,g,8,26,"Volkswagen, Audi, Skoda or Seat",Regular,Bretagne,165,3178
9278,1,1.0,e,8,55,other,Diesel,Bretagne,287,1128
9287,1,0.95,g,3,39,"Renault, Nissan or Citroen",Diesel,Bretagne,747,1851
9288,1,0.98,h,1,48,"Opel, General Motors or Ford",Diesel,Bretagne,747,2006
9298,1,0.62,k,11,37,other,Regular,Bretagne,431,116379
9302,1,0.75,d,11,21,"Renault, Nissan or Citroen",Regular,Bretagne,165,1069
9414,1,1.0,g,5,36,Fiat,Regular,Centre,1313,1153
9440,1,1.0,g,15,37,"Renault, Nissan or Citroen",Regular,Centre,57,1158
9446,1,0.07,g,9,32,"Renault, Nissan or Citroen",Regular,Haute-Normandie,86,1413
9465,1,1.0,g,5,45,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,1974,1380
9476,1,1.0,f,5,45,"Volkswagen, Audi, Skoda or Seat",Diesel,Poitou-Charentes,21,4307
9484,1,0.1,f,12,23,Fiat,Regular,Poitou-Charentes,435,1190
9499,1,0.42,l,7,33,"Opel, General Motors or Ford",Regular,Poitou-Charentes,1974,15342
9515,1,1.0,f,5,37,Fiat,Diesel,Poitou-Charentes,435,255
9518,1,1.0,g,7,37,"Mercedes, Chrysler or BMW",Diesel,Poitou-Charentes,1974,2728
9526,1,0.93,e,11,42,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,798,1181
9533,1,1.0,e,3,24,"Volkswagen, Audi, Skoda or Seat",Diesel,Poitou-Charentes,1974,2549
9569,1,0.52,d,6,54,Fiat,Regular,Ile-de-France,27000,499
9570,1,1.0,g,15,35,"Renault, Nissan or Citroen",Diesel,Centre,18,1089
9571,1,1.0,d,12,40,Fiat,Regular,Centre,20,1129
9606,1,0.92,e,10,35,"Renault, Nissan or Citroen",Diesel,Centre,220,1094
9620,1,0.57,e,3,30,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,4128,1114
9624,1,0.11,g,11,28,"Renault, Nissan or Citroen",Diesel,Centre,220,531
9628,1,1.0,f,4,61,"Renault, Nissan or Citroen",Diesel,Centre,81,1079
9629,1,0.73,j,3,36,"Renault, Nissan or Citroen",Diesel,Limousin,8,3703
9636,1,1.0,f,3,42,"Renault, Nissan or Citroen",Diesel,Centre,35,1147
9639,1,1.0,f,4,33,"Renault, Nissan or Citroen",Regular,Centre,10,2157
9664,1,1.0,e,8,24,"Renault, Nissan or Citroen",Regular,Centre,43,1074
9681,1,0.8,g,14,37,"Renault, Nissan or Citroen",Regular,Limousin,30,1157
9682,1,0.19,i,11,37,"Renault, Nissan or Citroen",Regular,Limousin,30,1080
9737,1,0.29,f,5,27,"Renault, Nissan or Citroen",Diesel,Centre,6,1080
9766,1,0.66,e,7,27,"Opel, General Motors or Ford",Diesel,Centre,11,1045
9784,1,0.82,f,3,30,"Renault, Nissan or Citroen",Diesel,Centre,48,134
9786,1,0.08,g,14,45,"Renault, Nissan or Citroen",Regular,Centre,741,3210
9803,1,0.9,g,2,35,"Renault, Nissan or Citroen",Regular,Centre,1600,1152
9816,1,0.75,f,1,24,"Renault, Nissan or Citroen",Regular,Ile-de-France,6689,1147
9872,1,0.33,f,9,37,"Opel, General Motors or Ford",Regular,Centre,126,395
9918,1,0.67,e,1,23,"Renault, Nissan or Citroen",Diesel,Centre,24,1332
9952,1,0.47,f,7,34,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,153,92
9953,1,1.0,h,12,44,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,153,1158
9960,1,0.45,f,10,31,Fiat,Regular,Poitou-Charentes,93,1150
10015,1,0.1,g,7,41,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,153,2027
10022,1,1.0,g,2,81,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,104,617
10030,1,1.0,j,5,44,"Opel, General Motors or Ford",Diesel,Poitou-Charentes,94,78
10065,1,0.78,e,14,45,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,105,2771
10070,1,1.0,f,9,35,"Renault, Nissan or Citroen",Diesel,Centre,27,1130
10075,1,1.0,g,10,37,"Renault, Nissan or Citroen",Regular,Centre,105,297
10088,1,0.64,e,11,19,"Renault, Nissan or Citroen",Regular,Centre,203,8421
10108,1,0.26,i,13,31,"Renault, Nissan or Citroen",Regular,Centre,1313,4502
10130,1,1.0,d,8,36,"Opel, General Motors or Ford",Regular,Centre,282,33
10153,1,0.84,f,2,29,"Renault, Nissan or Citroen",Diesel,Ile-de-France,15703,1197
10168,1,1.0,i,9,40,"Renault, Nissan or Citroen",Regular,Centre,1064,1107
10183,1,1.0,g,7,59,"Renault, Nissan or Citroen",Regular,Nord-Pas-de-Calais,373,322
10201,1,1.0,e,4,62,Fiat,Diesel,Centre,105,1114
10219,1,1.0,e,9,35,"Opel, General Motors or Ford",Diesel,Centre,105,1125
10254,1,0.41,g,4,41,"Renault, Nissan or Citroen",Diesel,Centre,27,589
10271,1,1.0,f,6,37,Fiat,Diesel,Centre,1313,1109
10282,1,0.54,d,0,20,"Opel, General Motors or Ford",Diesel,Centre,105,328
10284,1,1.0,f,14,46,"Volkswagen, Audi, Skoda or Seat",Regular,Poitou-Charentes,435,1133
10288,1,0.98,f,8,47,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,25,1137
10299,1,1.0,f,1,54,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,128,3895
10318,1,1.0,e,4,32,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,362,1292
10339,1,1.0,d,10,67,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,1974,1145
10352,1,0.92,i,15,54,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,128,1821
10354,1,1.0,j,8,26,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,826,1114
10372,1,0.35,e,6,23,"Renault, Nissan or Citroen",Regular,Aquitaine,64,101
10387,1,0.79,d,6,47,Fiat,Regular,Poitou-Charentes,1974,218
10389,1,0.8,f,8,20,Fiat,Diesel,Poitou-Charentes,81,1113
10419,1,0.75,e,20,51,"Opel, General Motors or Ford",Regular,Poitou-Charentes,230,1099
10444,1,0.45,e,7,52,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,1974,1647
10446,1,0.02,f,12,51,Fiat,Regular,Poitou-Charentes,1974,861
10468,1,1.0,j,9,27,"Mercedes, Chrysler or BMW",Diesel,Poitou-Charentes,1974,1093
10476,1,0.65,g,6,34,"Opel, General Motors or Ford",Regular,Poitou-Charentes,29,379
10492,1,0.94,f,8,22,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,88,1119
10511,1,0.72,g,7,75,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,80,1086
10530,1,0.31,e,2,27,"Volkswagen, Audi, Skoda or Seat",Regular,Poitou-Charentes,298,285
10537,1,0.29,d,12,40,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,1974,2203
10586,1,1.0,f,7,58,other,Diesel,Pays-de-la-Loire,85,928
10608,1,0.55,d,4,31,other,Regular,Pays-de-la-Loire,3541,1084
10638,1,0.16,e,13,22,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,213,88
10643,1,0.79,e,1,58,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,657,630
10646,1,0.57,e,8,49,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,657,1090
10649,1,0.16,f,6,51,other,Regular,Poitou-Charentes,657,1176
10664,1,0.83,e,8,45,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,20,1142
10685,1,1.0,m,2,49,"Opel, General Motors or Ford",Regular,Poitou-Charentes,657,1137
10707,1,0.56,i,14,43,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,657,1064
10727,1,1.0,d,1,27,"Volkswagen, Audi, Skoda or Seat",Diesel,Poitou-Charentes,965,58
10735,1,1.0,j,13,27,"Opel, General Motors or Ford",Regular,Poitou-Charentes,12,922
10757,1,0.16,i,14,34,Japanese (except Nissan) or Korean,Regular,Poitou-Charentes,657,1122
10851,1,0.36,g,12,52,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,57,1147
10853,1,1.0,g,3,45,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,2694,86
10893,1,1.0,d,6,29,"Renault, Nissan or Citroen",Diesel,Centre,393,2036
10900,1,0.57,f,5,42,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,4116,797
10939,1,1.0,f,16,46,"Renault, Nissan or Citroen",Diesel,Centre,1313,2240
10940,1,0.03,f,5,23,"Renault, Nissan or Citroen",Diesel,Centre,15,4675
11033,1,1.0,e,9,54,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,84,57
11062,1,0.88,f,2,35,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1144
11128,1,0.74,f,11,47,"Renault, Nissan or Citroen",Diesel,Centre,1313,351
11129,1,1.0,g,1,46,"Renault, Nissan or Citroen",Diesel,Centre,84,1177
11132,1,1.0,g,7,65,Japanese (except Nissan) or Korean,Regular,Centre,30,1652
11137,1,0.25,g,4,54,"Mercedes, Chrysler or BMW",Regular,Centre,214,1730
11139,1,0.48,f,4,53,"Renault, Nissan or Citroen",Diesel,Centre,105,335
11149,1,0.63,e,10,24,"Opel, General Motors or Ford",Diesel,Centre,19,143
11205,1,1.0,f,4,41,Japanese (except Nissan) or Korean,Regular,Centre,214,1132
11306,1,0.33,f,5,37,"Renault, Nissan or Citroen",Diesel,Ile-de-France,17140,1165
11307,1,0.42,g,3,37,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,17140,1169
11332,1,0.41,j,1,40,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,421,1729
11344,1,0.45,e,7,41,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,4116,1096
11347,1,0.74,f,6,26,"Renault, Nissan or Citroen",Diesel,Centre,4116,1400
11352,1,0.54,f,13,21,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,358,1125
11382,2,1.0,f,7,48,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,4116,1172
11382,2,1.0,f,7,48,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,4116,68
11384,1,0.3,f,5,32,other,Diesel,Centre,754,2126
11390,1,0.08,e,6,41,"Renault, Nissan or Citroen",Regular,Centre,4116,1755
11397,1,0.16,e,5,26,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,1109,1214
11417,1,1.0,g,13,30,"Renault, Nissan or Citroen",Regular,Centre,1109,1110
11430,1,1.0,d,8,38,"Renault, Nissan or Citroen",Regular,Centre,4116,1149
11434,1,0.91,e,12,49,"Renault, Nissan or Citroen",Regular,Centre,632,547
11479,1,0.47,g,11,28,"Renault, Nissan or Citroen",Regular,Centre,4116,1104
11490,1,1.0,e,12,33,"Renault, Nissan or Citroen",Diesel,Centre,370,1130
11528,1,0.99,e,1,28,"Renault, Nissan or Citroen",Diesel,Ile-de-France,6465,172
11532,1,0.54,e,7,61,"Renault, Nissan or Citroen",Regular,Centre,4116,3507
11541,1,0.29,g,12,46,"Renault, Nissan or Citroen",Regular,Centre,1600,61
11551,1,0.19,g,10,47,"Renault, Nissan or Citroen",Diesel,Centre,1109,182
11555,1,0.75,g,2,36,"Opel, General Motors or Ford",Diesel,Centre,168,1130
11594,1,0.2,f,14,43,"Renault, Nissan or Citroen",Diesel,Centre,4116,1100
11607,1,0.83,g,11,54,"Renault, Nissan or Citroen",Diesel,Centre,4116,1471
11682,1,0.5,d,1,22,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,4116,1101
11683,1,0.09,d,1,22,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,4116,1547
11720,1,1.0,i,3,56,"Renault, Nissan or Citroen",Diesel,Centre,421,1143
11726,1,1.0,j,8,37,"Renault, Nissan or Citroen",Diesel,Centre,286,1085
11736,1,0.93,g,12,42,"Opel, General Motors or Ford",Regular,Centre,754,1007
11743,1,0.5,g,1,30,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,821,1116
11748,1,0.56,d,12,43,"Renault, Nissan or Citroen",Regular,Ile-de-France,5053,1107
11758,1,1.0,g,10,34,"Renault, Nissan or Citroen",Regular,Centre,421,36
11776,1,0.83,f,2,28,"Renault, Nissan or Citroen",Diesel,Centre,1332,1134
11782,1,0.47,f,13,55,"Renault, Nissan or Citroen",Regular,Ile-de-France,1867,1136
11790,2,1.0,g,1,56,"Mercedes, Chrysler or BMW",Diesel,Centre,307,4611
11790,2,1.0,g,1,56,"Mercedes, Chrysler or BMW",Diesel,Centre,307,1119
11799,1,0.61,i,24,24,other,Diesel,Centre,26,1109
11805,1,1.0,g,7,69,"Renault, Nissan or Citroen",Diesel,Centre,168,1108
11809,1,0.58,d,11,36,"Opel, General Motors or Ford",Regular,Centre,168,1182
11810,1,1.0,d,3,49,"Renault, Nissan or Citroen",Regular,Centre,10,835
11824,1,0.96,g,11,32,"Renault, Nissan or Citroen",Regular,Centre,4116,87
11836,1,1.0,e,5,45,"Renault, Nissan or Citroen",Diesel,Centre,44,1122
11839,1,0.24,h,0,38,"Renault, Nissan or Citroen",Diesel,Centre,22,1127
11840,1,0.21,h,0,38,"Renault, Nissan or Citroen",Diesel,Centre,22,2618
11935,1,0.75,f,7,26,"Renault, Nissan or Citroen",Diesel,Ile-de-France,12374,195
11940,2,0.1,f,8,30,Fiat,Diesel,Ile-de-France,115,1164
11940,2,0.1,f,8,30,Fiat,Diesel,Ile-de-France,115,2801
11945,1,1.0,e,12,37,"Renault, Nissan or Citroen",Regular,Ile-de-France,175,1104
11984,1,0.06,f,4,23,"Renault, Nissan or Citroen",Diesel,Ile-de-France,55,4201
12026,1,0.31,e,5,45,other,Diesel,Ile-de-France,1152,2113
12037,1,0.53,g,9,30,"Renault, Nissan or Citroen",Diesel,Centre,64,434
12044,1,0.12,g,9,60,"Renault, Nissan or Citroen",Regular,Centre,1600,1884
12092,1,0.41,l,11,53,"Renault, Nissan or Citroen",Regular,Centre,163,93
12097,1,0.58,e,15,31,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,282,2283
12126,1,1.0,e,12,33,"Renault, Nissan or Citroen",Diesel,Centre,73,170
12129,1,0.78,g,10,26,"Opel, General Motors or Ford",Regular,Centre,3866,252
12160,1,0.9,d,14,30,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,3866,1077
12182,1,0.36,f,6,30,"Renault, Nissan or Citroen",Diesel,Ile-de-France,27000,2580
12196,1,0.46,g,8,26,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,1127,85
12252,1,1.0,d,17,42,"Renault, Nissan or Citroen",Regular,Centre,48,1137
12302,1,1.0,d,4,53,Fiat,Regular,Centre,511,447
12344,1,0.35,f,11,24,"Renault, Nissan or Citroen",Diesel,Centre,149,408
12363,1,0.09,i,9,23,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,16,1482
12365,1,0.35,i,9,23,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,16,418
12389,1,1.0,f,3,26,"Renault, Nissan or Citroen",Diesel,Centre,3866,1065
12392,1,1.0,d,3,71,"Renault, Nissan or Citroen",Regular,Centre,163,1130
12428,1,1.0,d,12,52,"Renault, Nissan or Citroen",Regular,Centre,196,525
12436,1,0.89,g,10,44,"Renault, Nissan or Citroen",Diesel,Centre,23,2469
12462,1,1.0,f,14,39,"Renault, Nissan or Citroen",Regular,Centre,48,1169
12509,1,0.74,h,15,28,"Renault, Nissan or Citroen",Diesel,Centre,74,1149
12565,1,1.0,e,1,48,"Opel, General Motors or Ford",Regular,Centre,135,8250
12566,1,0.87,d,12,21,"Renault, Nissan or Citroen",Diesel,Centre,59,1099
12581,1,0.24,h,10,23,"Opel, General Motors or Ford",Regular,Centre,1052,2058
12595,1,0.44,f,11,53,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,60,489
12605,1,0.29,h,11,27,"Opel, General Motors or Ford",Regular,Centre,1064,78
12610,1,1.0,f,11,40,"Renault, Nissan or Citroen",Regular,Centre,286,1153
12619,1,1.0,e,1,22,"Opel, General Motors or Ford",Diesel,Centre,493,1104
12625,1,0.05,g,14,52,"Renault, Nissan or Citroen",Regular,Centre,1064,80
12687,1,0.62,f,9,19,"Renault, Nissan or Citroen",Diesel,Centre,3368,467
12693,1,0.04,d,11,39,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,32,357
12695,1,0.59,f,3,39,"Renault, Nissan or Citroen",Diesel,Centre,32,1126
12696,1,0.32,g,29,52,"Renault, Nissan or Citroen",Regular,Centre,73,1459
12701,1,0.48,d,5,27,"Opel, General Motors or Ford",Regular,Ile-de-France,27000,1168
12711,1,0.93,d,1,31,"Opel, General Motors or Ford",Diesel,Centre,146,6088
12721,1,1.0,d,26,66,other,Regular,Ile-de-France,6681,1101
12746,1,0.78,g,1,39,"Renault, Nissan or Citroen",Diesel,Centre,32,1107
12782,1,1.0,d,9,52,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,45,1110
12795,1,1.0,e,10,19,"Renault, Nissan or Citroen",Regular,Centre,286,84
12813,1,0.71,d,11,21,"Renault, Nissan or Citroen",Diesel,Centre,493,1097
12823,1,0.23,g,12,25,"Renault, Nissan or Citroen",Regular,Centre,3368,270
12867,2,1.0,g,15,69,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,125
12867,2,1.0,g,15,69,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1116
12872,1,0.22,f,6,27,"Renault, Nissan or Citroen",Diesel,Centre,25,799
12894,1,0.69,g,9,23,"Renault, Nissan or Citroen",Regular,Bretagne,4087,186
12912,1,1.0,d,17,49,"Renault, Nissan or Citroen",Regular,Centre,38,1150
12945,1,1.0,e,12,29,"Opel, General Motors or Ford",Diesel,Aquitaine,1535,78
12958,1,1.0,d,1,35,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,120
12967,1,0.52,g,6,49,"Renault, Nissan or Citroen",Regular,Ile-de-France,4939,5182
12972,1,0.72,h,12,47,"Opel, General Motors or Ford",Regular,Ile-de-France,5628,1109
12973,1,0.12,h,12,47,"Opel, General Motors or Ford",Regular,Ile-de-France,5628,221
12979,1,0.92,k,9,59,other,Regular,Ile-de-France,3055,2698
12989,1,1.0,i,12,34,"Renault, Nissan or Citroen",Regular,Ile-de-France,1957,915
12992,1,1.0,f,16,56,Fiat,Regular,Ile-de-France,27000,1003
13010,1,1.0,m,2,53,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,12374,1098
13012,1,1.0,g,4,60,"Renault, Nissan or Citroen",Regular,Ile-de-France,9422,1142
13042,1,1.0,g,10,33,"Renault, Nissan or Citroen",Regular,Ile-de-France,17140,1119
13063,1,1.0,j,2,57,"Mercedes, Chrysler or BMW",Regular,Ile-de-France,27000,575
13069,1,1.0,o,8,61,"Opel, General Motors or Ford",Regular,Ile-de-France,27000,743
13080,1,0.56,f,1,40,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,7403,1083
13089,1,0.92,d,11,29,"Renault, Nissan or Citroen",Regular,Ile-de-France,2311,2653
13090,1,1.0,e,11,55,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,1148
13091,2,0.51,n,1,37,"Renault, Nissan or Citroen",Regular,Ile-de-France,5376,849
13091,2,0.51,n,1,37,"Renault, Nissan or Citroen",Regular,Ile-de-France,5376,936
13116,1,1.0,e,1,46,Fiat,Regular,Ile-de-France,27000,401
13129,1,1.0,f,4,42,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,2887,1116
13143,1,0.75,f,5,48,"Renault, Nissan or Citroen",Diesel,Nord-Pas-de-Calais,44,75
13163,1,1.0,f,6,22,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,21,1642
13175,1,0.49,g,13,42,"Renault, Nissan or Citroen",Regular,Basse-Normandie,570,190
13186,1,0.32,g,2,51,"Mercedes, Chrysler or BMW",Diesel,Basse-Normandie,122,1695
13228,1,0.37,d,10,42,"Volkswagen, Audi, Skoda or Seat",Regular,Basse-Normandie,49,544
13234,1,0.96,f,7,31,"Volkswagen, Audi, Skoda or Seat",Diesel,Basse-Normandie,155,1096
13238,1,1.0,e,1,58,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,283,2373
13283,1,1.0,f,2,42,"Renault, Nissan or Citroen",Regular,Basse-Normandie,65,758
13293,1,0.99,f,13,25,"Volkswagen, Audi, Skoda or Seat",Diesel,Basse-Normandie,58,442
13294,1,1.0,e,5,65,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,1144
13310,1,0.68,g,13,32,"Volkswagen, Audi, Skoda or Seat",Regular,Basse-Normandie,1284,1093
13319,1,1.0,g,9,56,"Renault, Nissan or Citroen",Regular,Basse-Normandie,93,1152
13331,1,1.0,g,11,32,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,369
13341,2,1.0,e,3,30,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,1740
13341,2,1.0,e,3,30,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,64
13399,1,1.0,f,6,61,"Renault, Nissan or Citroen",Diesel,Basse-Normandie,204,1124
13444,1,0.91,e,6,23,"Opel, General Motors or Ford",Diesel,Basse-Normandie,1284,1144
