"IDpol","ClaimAmount","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region"
25744,1128.12,1,0.87,6,6,43,55,"B1","Diesel","B",64,"Limousin"
25755,2081.53,1,0.78,4,9,31,62,"B2","Diesel","C",213,"Limousin"
25763,1128.12,2,1,4,6,54,77,"B2","Diesel","A",10,"Limousin"
25763,1128.12,2,1,4,6,54,77,"B2","Diesel","A",10,"Limousin"
25781,466.51,1,0.5,5,11,61,62,"B3","Regular","A",23,"Limousin"
25789,1824.17,1,0.81,4,14,77,50,"B2","Regular","C",451,"Pays-de-la-Loire"
25799,324.21,1,0.2,8,13,27,72,"B2","Regular","C",213,"Limousin"
25838,1128.12,1,0.25,7,0,38,53,"B13","Diesel","B",73,"Rhone-Alpes"
25847,696.7,1,1,6,11,45,56,"B6","Diesel","A",23,"Limousin"
25863,1128.12,1,0.98,7,12,52,62,"B1","Regular","C",213,"Limousin"
25882,528.35,1,0.78,5,8,33,54,"B4","Regular","A",25,"Limousin"
25890,407.21,1,0.7,14,12,29,67,"B11","Regular","A",27,"Limousin"
25906,1246.34,1,0.28,7,4,27,60,"B6","Regular","F",10068,"Ile-de-France"
25916,264.53,1,1,9,10,48,58,"B2","Diesel","A",22,"Limousin"
25922,1128.12,1,1,5,14,38,67,"B6","Regular","C",213,"Limousin"
25942,1128.12,1,0.76,7,10,27,85,"B6","Regular","C",208,"Pays-de-la-Loire"
25944,93.87,1,0.89,7,5,37,50,"B1","Diesel","A",10,"Limousin"
26156,1128.12,1,1,10,2,58,50,"B1","Regular","E",4116,"Centre"
26242,1037.89,1,1,6,14,75,50,"B2","Diesel","A",42,"Pays-de-la-Loire"
26255,1128.12,1,0.65,6,1,34,54,"B3","Diesel","D",1729,"Limousin"
26313,584.51,1,0.81,5,2,38,64,"B2","Regular","E",4128,"Pays-de-la-Loire"
26380,991.68,1,1,10,9,46,55,"B2","Diesel","B",92,"Pays-de-la-Loire"
26387,1189.75,1,0.19,6,8,35,50,"B1","Diesel","E",3541,"Pays-de-la-Loire"
26395,1128.12,1,1,4,6,22,95,"B4","Regular","B",51,"Pays-de-la-Loire"
26438,241.34,1,0.62,9,6,33,60,"B1","Regular","B",64,"Pays-de-la-Loire"
26480,154.98,1,0.8,5,4,31,68,"B3","Diesel","B",91,"Pays-de-la-Loire"
26551,1623.46,1,0.5,6,8,34,53,"B1","Diesel","B",84,"Pays-de-la-Loire"
26584,1128.12,1,0.16,4,13,47,50,"B2","Regular","C",405,"Pays-de-la-Loire"
26647,1128.12,1,1,6,6,34,88,"B1","Diesel","A",31,"Pays-de-la-Loire"
26684,1128.12,1,0.81,5,11,28,57,"B6","Regular","E",6736,"Ile-de-France"
26712,1128.12,1,0.26,5,14,35,50,"B2","Diesel","C",295,"Pays-de-la-Loire"
26746,1134.09,1,1,4,1,46,77,"B12","Regular","A",44,"Pays-de-la-Loire"
26769,1128.12,1,0.75,7,13,45,90,"B1","Regular","B",78,"Pays-de-la-Loire"
26815,1128.12,1,0.26,6,10,45,50,"B1","Regular","A",22,"Limousin"
26825,826.83,1,0.46,6,2,27,85,"B3","Diesel","E",3301,"Midi-Pyrenees"
26871,1128.12,1,1,7,14,37,72,"B6","Regular","B",74,"Midi-Pyrenees"
26931,108.64,1,1,9,9,53,50,"B3","Regular","B",65,"Pays-de-la-Loire"
26959,1128.12,1,1,7,10,19,95,"B6","Regular","A",40,"Pays-de-la-Loire"
27024,36.95,1,0.79,5,10,44,50,"B5","Diesel","E",2694,"Poitou-Charentes"
27105,92.37,1,0.35,7,0,52,50,"B3","Diesel","C",101,"Aquitaine"
27133,317.51,1,1,7,4,40,95,"B2","Diesel","A",17,"Centre"
27224,4605.54,1,0.42,6,6,29,64,"B3","Diesel","A",41,"Centre"
27242,2473.95,1,0.83,5,9,29,72,"B2","Diesel","A",42,"Centre"
27252,560.09,1,1,10,5,26,64,"B4","Regular","C",192,"Centre"
27310,1128.12,1,1,4,11,54,50,"B2","Regular","C",192,"Centre"
27455,2487.55,1,0.69,6,1,70,50,"B1","Regular","C",115,"Centre"
27507,3330.28,1,1,6,4,43,50,"B13","Diesel","B",51,"Centre"
27509,1782.95,1,0.71,4,11,51,77,"B1","Diesel","A",41,"Centre"
27519,5907.42,1,0.96,4,8,51,50,"B1","Regular","A",26,"Centre"
27524,1128.12,1,0.89,6,2,47,62,"B1","Diesel","A",30,"Centre"
27539,1128.12,1,0.57,4,18,23,125,"B2","Regular","E",3866,"Centre"
27577,1128.12,1,1,4,15,48,50,"B1","Regular","A",42,"Centre"
27660,1128.12,1,0.46,5,12,19,50,"B3","Diesel","A",43,"Centre"
27728,1128.12,1,0.34,7,12,58,55,"B2","Diesel","C",222,"Centre"
27748,2652.61,1,0.43,5,10,31,85,"B6","Diesel","C",222,"Centre"
27836,1128.12,1,1,5,1,61,62,"B1","Diesel","B",53,"Centre"
27886,1128.12,1,0.06,10,8,34,50,"B12","Regular","C",186,"Centre"
27926,1128.12,1,0.31,4,2,29,80,"B1","Regular","F",27000,"Ile-de-France"
27951,71.47,1,1,8,13,32,50,"B2","Regular","C",380,"Pays-de-la-Loire"
27988,1128.12,1,1,6,17,32,59,"B4","Regular","D",1064,"Centre"
28045,1128.12,1,0.96,6,17,43,107,"B3","Regular","B",82,"Centre"
28068,3848.47,1,0.1,6,6,28,64,"B2","Diesel","D",741,"Centre"
28070,329.2,1,0.87,5,2,28,50,"B2","Diesel","D",741,"Centre"
28087,1128.12,1,0.47,5,11,30,85,"B2","Regular","D",741,"Centre"
28168,1496.45,1,0.3,7,5,54,50,"B1","Diesel","C",335,"Centre"
28210,1128.12,1,0.66,6,3,51,61,"B1","Diesel","A",48,"Centre"
28218,1128.12,1,0.58,7,2,74,50,"B12","Regular","E",3866,"Centre"
28233,564.06,1,0.74,7,14,32,132,"B1","Regular","E",4478,"Ile-de-France"
28303,1399.65,1,0.51,7,14,55,68,"B1","Regular","A",21,"Basse-Normandie"
28309,172.25,1,1,7,7,57,50,"B2","Diesel","A",13,"Pays-de-la-Loire"
28321,1128.12,1,1,6,6,50,70,"B6","Diesel","B",51,"Centre"
28328,1128.12,1,1,7,2,48,92,"B1","Diesel","A",20,"Centre"
28378,1128.12,1,0.08,4,2,53,86,"B1","Regular","D",1313,"Centre"
28462,65.27,1,0.08,6,3,47,50,"B5","Diesel","A",43,"Centre"
28509,115232.88,1,0.09,8,9,76,50,"B1","Diesel","A",48,"Centre"
28523,1128.13,1,1,5,6,42,50,"B4","Diesel","A",22,"Centre"
28610,1128.12,1,0.11,6,2,56,50,"B3","Diesel","D",1440,"Provence-Alpes-Cotes-D'Azur"
28615,1128.12,1,1,4,5,50,52,"B6","Regular","C",295,"Centre"
28702,1187.79,1,0.87,8,16,39,76,"B10","Regular","C",295,"Centre"
28705,1128.12,1,1,6,5,43,58,"B1","Diesel","C",399,"Centre"
28742,1128.12,1,0.31,9,4,65,50,"B12","Regular","D",1054,"Centre"
28928,245.99,1,1,6,11,26,64,"B2","Regular","A",44,"Centre"
28939,148.79,1,1,5,5,29,64,"B3","Diesel","B",84,"Centre"
28987,757.58,1,1,7,4,45,50,"B12","Regular","D",1054,"Centre"
29067,507.65,1,0.59,7,2,31,51,"B1","Diesel","A",28,"Alsace"
29076,681.62,1,1,4,13,77,52,"B2","Regular","C",137,"Centre"
29091,1191.57,1,0.74,6,2,64,62,"B1","Diesel","A",30,"Centre"
29111,1128.12,1,1,7,15,51,51,"B1","Regular","A",44,"Centre"
29136,614.49,1,0.19,10,8,23,95,"B5","Diesel","C",308,"Centre"
29140,327.79,1,1,7,12,29,85,"B2","Regular","A",44,"Centre"
29148,255.43,1,0.87,5,3,29,55,"B3","Diesel","D",1054,"Centre"
29240,376.43,2,1,7,1,67,50,"B5","Diesel","B",72,"Centre"
29240,1766.68,2,1,7,1,67,50,"B5","Diesel","B",72,"Centre"
29266,915.82,1,1,7,2,53,50,"B11","Regular","A",44,"Centre"
29282,1128,1,1,6,11,47,76,"B2","Diesel","D",1408,"Pays-de-la-Loire"
29349,1128.12,1,0.8,7,11,50,100,"B1","Regular","E",3374,"Alsace"
29371,102.72,1,0.9,8,15,42,50,"B13","Regular","D",1408,"Pays-de-la-Loire"
29378,1128.12,1,0.62,7,14,39,112,"B1","Regular","D",713,"Pays-de-la-Loire"
29392,21.15,1,0.66,5,6,41,50,"B3","Diesel","C",444,"Bretagne"
29426,1128.12,1,0.06,12,0,49,50,"B12","Diesel","C",490,"Pays-de-la-Loire"
29434,1128.12,1,0.61,6,16,59,72,"B2","Regular","C",167,"Pays-de-la-Loire"
29469,1128.12,1,0.52,4,16,50,50,"B4","Regular","D",1408,"Pays-de-la-Loire"
29493,1023.89,1,1,5,3,30,68,"B2","Diesel","C",167,"Pays-de-la-Loire"
29519,4343.73,1,0.06,10,12,47,78,"B12","Regular","D",1199,"Pays-de-la-Loire"
29543,92.77,1,1,4,11,59,50,"B3","Diesel","D",1408,"Pays-de-la-Loire"
29567,1128.12,2,0.5,13,14,33,51,"B10","Regular","D",713,"Pays-de-la-Loire"
29567,1128.12,2,0.5,13,14,33,51,"B10","Regular","D",713,"Pays-de-la-Loire"
29669,1128.12,1,0.91,8,16,59,62,"B13","Diesel","D",575,"Bretagne"
29694,1208.7,1,0.45,8,8,26,76,"B12","Regular","A",38,"Centre"
29706,187.89,1,0.33,7,9,36,63,"B1","Diesel","A",23,"Poitou-Charentes"
29755,278.11,2,1,6,1,48,51,"B1","Regular","C",287,"Bretagne"
29755,951.46,2,1,6,1,48,51,"B1","Regular","C",287,"Bretagne"
29761,424.26,1,1,6,14,41,61,"B1","Regular","C",287,"Bretagne"
29778,1128.12,1,0.58,6,11,33,85,"B1","Diesel","C",136,"Bretagne"
29878,1987.24,1,0.75,6,13,41,50,"B1","Regular","D",575,"Bretagne"
29913,1128.12,1,0.45,5,20,46,50,"B5","Regular","D",541,"Bretagne"
29993,1128.12,1,0.58,7,5,43,58,"B1","Diesel","B",65,"Bretagne"
30011,1392.37,1,1,5,10,39,50,"B2","Diesel","B",98,"Bretagne"
30056,229.69,1,1,8,4,56,50,"B10","Diesel","D",747,"Bretagne"
30080,1106.4,1,1,4,5,33,61,"B11","Diesel","C",247,"Bretagne"
30125,1128.12,1,0.86,5,18,40,50,"B3","Regular","C",359,"Bretagne"
30210,1128.12,1,0.61,10,2,39,50,"B12","Diesel","C",247,"Bretagne"
30212,890.29,1,1,7,2,28,50,"B6","Regular","D",747,"Bretagne"
30217,1128.12,1,1,5,4,65,50,"B2","Regular","D",747,"Bretagne"
30308,1128.12,1,1,7,3,35,70,"B1","Regular","C",165,"Bretagne"
30353,1580.23,1,1,7,12,32,112,"B5","Diesel","C",165,"Bretagne"
30394,1128.12,1,0.6,7,10,38,76,"B10","Diesel","D",747,"Bretagne"
30402,626.7,1,0.31,5,12,28,88,"B2","Diesel","C",165,"Bretagne"
30411,1128.12,1,1,5,4,46,50,"B5","Diesel","B",98,"Bretagne"
30423,921.31,1,1,7,3,39,50,"B5","Regular","C",431,"Bretagne"
30441,1128.12,1,0.57,4,13,49,90,"B1","Regular","E",3021,"Bretagne"
30477,1190.15,1,0.04,6,10,38,76,"B1","Diesel","C",277,"Aquitaine"
30479,564,1,0.81,6,14,38,81,"B1","Diesel","C",277,"Aquitaine"
30519,1128.12,1,0.92,4,2,47,55,"B6","Regular","C",359,"Bretagne"
30655,1472.37,1,1,4,7,27,54,"B2","Regular","F",27000,"Ile-de-France"
30688,3195.03,1,0.9,7,8,26,95,"B3","Regular","C",165,"Bretagne"
30697,1128.12,1,1,5,8,55,50,"B13","Diesel","C",287,"Bretagne"
30714,1825.08,1,0.95,7,3,39,50,"B2","Diesel","D",747,"Bretagne"
30718,1936.46,1,0.98,8,1,48,50,"B4","Diesel","D",747,"Bretagne"
30738,116318.9,1,0.62,11,11,37,50,"B13","Regular","C",431,"Bretagne"
30746,986.46,1,0.75,4,11,21,100,"B1","Regular","C",165,"Bretagne"
30959,1128.12,1,1,7,5,36,63,"B6","Regular","D",1313,"Centre"
31013,1128.12,1,1,7,15,37,50,"B1","Regular","B",57,"Centre"
31022,1433.02,1,0.07,7,9,32,50,"B2","Regular","B",86,"Haute-Normandie"
31073,1374.08,1,1,7,5,45,50,"B2","Regular","D",1974,"Poitou-Charentes"
31092,4272.37,1,1,6,5,45,106,"B3","Diesel","A",21,"Poitou-Charentes"
31106,1128.12,1,0.1,6,12,23,80,"B6","Regular","C",435,"Poitou-Charentes"
31134,15316.87,1,0.42,12,7,33,60,"B5","Regular","D",1974,"Poitou-Charentes"
31160,243.52,1,1,6,5,37,50,"B6","Diesel","C",435,"Poitou-Charentes"
31166,2814.71,1,1,7,7,37,50,"B10","Diesel","D",1974,"Poitou-Charentes"
31182,1128.12,1,0.93,5,11,42,62,"B2","Diesel","D",798,"Poitou-Charentes"
31194,2589.5,1,1,5,3,24,64,"B3","Diesel","D",1974,"Poitou-Charentes"
31259,474.22,1,0.52,4,6,54,50,"B6","Regular","F",27000,"Ile-de-France"
31261,1128.12,1,1,7,15,35,95,"B2","Diesel","A",18,"Centre"
31265,1128.12,1,1,4,12,40,50,"B6","Regular","A",20,"Centre"
31359,1128.12,1,1,11,3,48,50,"B12","Diesel","C",214,"Bourgogne"
31380,1128.13,1,0.92,5,10,35,95,"B2","Diesel","C",220,"Centre"
31437,1128.12,1,1,5,6,53,67,"B5","Diesel","E",2362,"Bourgogne"
31466,1128.12,1,0.57,5,3,30,57,"B3","Diesel","E",4128,"Pays-de-la-Loire"
31490,533.57,1,0.11,7,11,28,76,"B2","Diesel","C",220,"Centre"
31504,1128.12,1,1,6,4,61,50,"B2","Diesel","B",81,"Centre"
31507,3687.53,1,0.73,10,3,36,53,"B1","Diesel","A",8,"Limousin"
31531,1128.12,1,1,6,3,42,82,"B2","Diesel","A",35,"Centre"
31540,2075.68,1,1,6,4,33,54,"B2","Regular","A",10,"Centre"
31559,1128.12,1,0.38,5,5,51,50,"B1","Regular","C",214,"Bourgogne"
31564,1128.12,1,0.9,5,6,21,106,"B1","Regular","C",214,"Bourgogne"
31641,1128.12,1,1,5,8,24,95,"B1","Regular","A",43,"Centre"
31658,623.56,1,0.86,6,9,33,54,"B1","Diesel","C",214,"Bourgogne"
31685,1128.12,1,1,5,24,20,106,"B1","Regular","C",214,"Bourgogne"
31752,1199.39,1,0.8,7,14,37,56,"B1","Regular","A",30,"Limousin"
31753,1128.12,1,0.19,9,11,37,87,"B2","Regular","A",30,"Limousin"
31774,531.32,1,0.13,7,13,24,76,"B1","Regular","C",214,"Bourgogne"
31817,564.06,1,1,4,4,56,50,"B2","Regular","A",16,"Bourgogne"
31822,1128.12,1,0.58,5,6,29,80,"B2","Diesel","B",86,"Languedoc-Roussillon"
31877,1128.12,1,0.13,5,9,50,54,"B2","Diesel","C",346,"Bourgogne"
31878,1128.12,1,0.86,7,3,50,74,"B2","Diesel","C",346,"Bourgogne"
31966,1128.12,1,1,8,9,21,148,"B4","Regular","C",214,"Bourgogne"
32018,39,1,1,4,1,63,50,"B2","Regular","A",25,"Bourgogne"
32039,1087.56,1,0.29,6,5,27,71,"B1","Diesel","A",6,"Centre"
32096,1077.15,1,0.66,5,7,27,72,"B5","Diesel","A",11,"Centre"
32133,153.83,1,0.82,6,3,30,68,"B1","Diesel","A",48,"Centre"
32135,3230.1,1,0.08,7,14,45,77,"B2","Regular","D",741,"Centre"
32162,1128.12,1,0.9,7,2,35,54,"B2","Regular","D",1600,"Centre"
32187,1128.12,1,0.75,6,1,24,95,"B2","Regular","E",6689,"Ile-de-France"
32300,373.36,1,0.33,6,9,37,50,"B5","Regular","C",126,"Centre"
32404,1280.57,1,0.67,5,1,23,80,"B1","Diesel","A",24,"Centre"
32472,90.27,1,0.47,6,7,34,81,"B2","Diesel","C",153,"Poitou-Charentes"
32473,1128.12,1,1,8,12,44,50,"B1","Diesel","C",153,"Poitou-Charentes"
32487,1128.12,1,0.45,6,10,31,50,"B6","Regular","B",93,"Poitou-Charentes"
32593,2037.72,1,0.1,7,7,41,114,"B2","Regular","C",153,"Poitou-Charentes"
32603,630.46,1,1,7,2,81,58,"B1","Regular","C",104,"Poitou-Charentes"
32619,91.71,1,1,10,5,44,53,"B5","Diesel","B",94,"Poitou-Charentes"
32686,2715.79,1,0.78,5,14,45,50,"B3","Regular","C",105,"Centre"
32695,1128.12,1,1,6,9,35,50,"B1","Diesel","A",27,"Centre"
32706,309.29,1,1,7,10,37,50,"B2","Regular","C",105,"Centre"
32735,8363.96,1,0.64,5,11,19,125,"B2","Regular","C",203,"Centre"
32776,4602.32,1,0.26,9,13,31,68,"B2","Regular","D",1313,"Centre"
32819,25.66,1,1,4,8,36,50,"B5","Regular","C",282,"Centre"
32867,1163.61,1,0.84,6,2,29,95,"B2","Diesel","F",15703,"Ile-de-France"
32901,1128.12,1,1,9,9,40,68,"B1","Regular","D",1064,"Centre"
32931,319.21,1,1,7,7,59,76,"B1","Regular","C",373,"Nord-Pas-de-Calais"
32969,1128.12,1,1,5,4,62,69,"B6","Diesel","C",105,"Centre"
33001,1128.12,1,1,5,9,35,64,"B5","Diesel","C",105,"Centre"
33071,586.08,1,0.41,7,4,41,50,"B1","Diesel","A",27,"Centre"
33102,1128.12,1,1,6,6,37,62,"B6","Diesel","D",1313,"Centre"
33124,335.33,1,0.54,4,0,20,95,"B4","Diesel","C",105,"Centre"
33129,1128.12,1,1,6,14,46,50,"B3","Regular","C",435,"Poitou-Charentes"
33137,1128.12,1,0.98,6,8,47,50,"B1","Diesel","A",25,"Poitou-Charentes"
33157,3921.7,1,1,6,1,54,50,"B2","Diesel","C",128,"Poitou-Charentes"
33201,1303.48,1,1,5,4,32,69,"B2","Diesel","C",362,"Poitou-Charentes"
33243,1128.12,1,1,4,10,67,50,"B1","Regular","D",1974,"Poitou-Charentes"
33264,1827.99,1,0.92,9,15,54,50,"B1","Regular","C",128,"Poitou-Charentes"
33268,1128.12,1,1,10,8,26,90,"B2","Diesel","D",826,"Poitou-Charentes"
33299,92.91,1,0.35,5,6,23,85,"B1","Regular","B",64,"Aquitaine"
33321,256.67,1,0.79,4,6,47,90,"B6","Regular","D",1974,"Poitou-Charentes"
33325,1128.12,1,0.8,6,8,20,95,"B6","Diesel","B",81,"Poitou-Charentes"
33385,1128.12,1,0.75,5,20,51,95,"B5","Regular","C",230,"Poitou-Charentes"
33428,1643.48,1,0.45,5,7,52,57,"B2","Diesel","D",1974,"Poitou-Charentes"
33431,868.93,1,0.02,6,12,51,100,"B6","Regular","D",1974,"Poitou-Charentes"
33470,1128.12,1,1,10,9,27,68,"B10","Diesel","D",1974,"Poitou-Charentes"
33488,399.66,1,0.65,7,6,34,57,"B4","Regular","A",29,"Poitou-Charentes"
33523,1128.12,1,0.94,6,8,22,106,"B2","Diesel","B",88,"Poitou-Charentes"
33552,1128.12,1,0.72,7,7,75,88,"B2","Regular","B",80,"Poitou-Charentes"
33589,286.51,1,0.31,5,2,27,85,"B3","Regular","C",298,"Poitou-Charentes"
33602,2237.49,1,0.29,4,12,40,68,"B2","Regular","D",1974,"Poitou-Charentes"
33708,913.52,1,1,6,7,58,50,"B13","Diesel","B",85,"Pays-de-la-Loire"
33739,1120.12,1,0.55,4,4,31,68,"B13","Regular","E",3541,"Pays-de-la-Loire"
33812,84.56,1,0.16,5,13,22,112,"B2","Regular","C",213,"Poitou-Charentes"
33822,641.72,1,0.79,5,1,58,50,"B1","Diesel","D",657,"Poitou-Charentes"
33830,1128.12,1,0.57,5,8,49,50,"B2","Diesel","D",657,"Poitou-Charentes"
33834,1206.53,1,0.16,6,6,51,50,"B14","Regular","D",657,"Poitou-Charentes"
33865,1128.12,1,0.83,5,8,45,50,"B2","Diesel","A",20,"Poitou-Charentes"
33905,1128.12,1,1,13,2,49,55,"B5","Regular","D",657,"Poitou-Charentes"
33946,1128.12,1,0.56,9,14,43,100,"B1","Regular","D",657,"Poitou-Charentes"
33982,59.61,1,1,4,1,27,85,"B3","Diesel","D",965,"Poitou-Charentes"
34000,956.6,1,1,10,13,27,80,"B5","Regular","A",12,"Poitou-Charentes"
34039,1128.12,1,0.16,9,14,34,85,"B12","Regular","D",657,"Poitou-Charentes"
34192,1128.12,1,0.36,7,12,52,90,"B1","Regular","B",57,"Poitou-Charentes"
34195,77.12,1,1,7,3,45,50,"B1","Regular","E",2694,"Poitou-Charentes"
34273,2132.54,1,1,4,6,29,95,"B2","Diesel","C",393,"Centre"
34286,787.17,1,0.57,6,5,42,50,"B3","Diesel","E",4116,"Centre"
34367,2280.57,1,1,6,16,46,85,"B2","Diesel","D",1313,"Centre"
34369,4644.02,1,0.03,6,5,23,85,"B2","Diesel","A",15,"Centre"
34415,1128.12,1,0.58,11,4,37,62,"B1","Diesel","B",72,"Provence-Alpes-Cotes-D'Azur"
34544,75.32,1,1,5,9,54,50,"B3","Diesel","B",84,"Centre"
34595,1128.12,1,0.88,6,2,35,67,"B2","Regular","F",27000,"Ile-de-France"
34713,459.14,1,1,7,4,60,50,"B5","Diesel","D",1341,"Champagne-Ardenne"
34719,364.81,1,0.74,6,11,47,50,"B1","Diesel","D",1313,"Centre"
34720,1128.12,1,1,7,1,46,53,"B1","Diesel","B",84,"Centre"
34727,1745.23,1,1,7,7,65,50,"B12","Regular","A",30,"Centre"
34736,1733.76,1,0.25,7,4,54,50,"B11","Regular","C",214,"Centre"
34738,324.04,1,0.48,6,4,53,50,"B2","Diesel","C",105,"Centre"
34754,156.68,1,0.63,5,10,24,72,"B5","Diesel","A",19,"Centre"
34865,1128.12,1,1,6,4,41,50,"B12","Regular","C",214,"Centre"
34932,1430.17,1,0.37,6,7,41,72,"B6","Diesel","C",208,"Rhone-Alpes"
34994,65.64,1,1,6,3,29,57,"B4","Regular","D",1693,"Rhone-Alpes"
35015,1863.17,1,0.48,10,10,55,64,"B1","Regular","E",5449,"Rhone-Alpes"
35028,1128.12,1,0.54,7,13,42,91,"B1","Regular","D",1695,"Rhone-Alpes"
35072,1128.12,1,1,5,4,55,52,"B2","Diesel","C",382,"Rhone-Alpes"
35084,3518.73,1,1,6,2,63,50,"B1","Regular","E",5449,"Rhone-Alpes"
35104,70.78,1,0.33,8,9,30,64,"B10","Diesel","E",5449,"Rhone-Alpes"
35125,2723.29,1,1,5,1,63,50,"B12","Regular","C",263,"Rhone-Alpes"
35149,1128.12,1,1,9,3,60,139,"B1","Regular","C",382,"Rhone-Alpes"
35159,1128.12,1,0.37,4,5,25,72,"B5","Regular","D",1557,"Rhone-Alpes"
35195,2354.13,1,0.93,10,3,32,58,"B14","Diesel","D",1328,"Rhone-Alpes"
35243,1372.04,1,0.5,6,22,32,112,"B3","Regular","E",2472,"Rhone-Alpes"
35266,98.23,1,0.06,6,10,60,64,"B1","Diesel","E",5449,"Rhone-Alpes"
35280,12696.8,1,1,8,2,68,50,"B13","Regular","D",745,"Rhone-Alpes"
35295,8009.82,1,1,7,10,53,85,"B2","Diesel","E",5449,"Rhone-Alpes"
35297,4573.47,1,0.78,7,1,43,55,"B13","Diesel","D",745,"Rhone-Alpes"
35381,1128.12,1,1,8,9,52,58,"B3","Regular","C",206,"Rhone-Alpes"
35392,1727.13,1,1,5,3,57,62,"B1","Diesel","D",681,"Rhone-Alpes"
35447,1128.12,1,1,5,3,50,50,"B1","Regular","E",2252,"Rhone-Alpes"
35452,35600.44,1,0.23,4,2,55,50,"B2","Diesel","D",1485,"Rhone-Alpes"
35473,52.75,1,1,9,2,49,61,"B2","Regular","C",206,"Rhone-Alpes"
35500,1128.12,1,1,5,2,55,50,"B2","Regular","D",1485,"Rhone-Alpes"
35515,1128.12,1,0.37,6,13,52,76,"B1","Diesel","E",2252,"Rhone-Alpes"
35642,1668.01,1,0.65,9,0,32,57,"B1","Diesel","D",1369,"Rhone-Alpes"
35648,1128.12,1,0.24,5,12,21,85,"B2","Diesel","B",78,"Rhone-Alpes"
35702,1128.12,1,1,7,12,45,62,"B3","Regular","C",141,"Rhone-Alpes"
35779,1128.12,1,0.76,4,12,44,65,"B2","Regular","C",141,"Rhone-Alpes"
35785,602.17,1,0.5,7,8,36,72,"B1","Diesel","B",85,"Auvergne"
35799,1128.12,1,0.96,7,12,39,71,"B2","Diesel","E",2252,"Rhone-Alpes"
36008,1128.12,1,0.33,6,5,37,95,"B2","Diesel","F",17140,"Ile-de-France"
36009,1128.12,1,0.42,7,3,37,139,"B10","Diesel","F",17140,"Ile-de-France"
36057,1706.06,1,0.41,10,1,40,58,"B3","Diesel","C",421,"Centre"
36078,1128.12,1,0.45,5,7,41,50,"B3","Diesel","E",4116,"Centre"
36083,1390.42,1,0.74,6,6,26,90,"B2","Diesel","E",4116,"Centre"
36092,1128.12,1,0.54,6,13,21,125,"B3","Diesel","C",358,"Centre"
36180,1128.12,2,1,6,7,48,50,"B3","Diesel","E",4116,"Centre"
36180,70.2,2,1,6,7,48,50,"B3","Diesel","E",4116,"Centre"
36186,2074.64,1,0.3,6,5,32,95,"B13","Diesel","D",754,"Centre"
36195,1729.16,1,0.08,5,6,41,66,"B1","Regular","E",4116,"Centre"
36204,1128.12,1,0.16,5,5,26,76,"B3","Diesel","D",1109,"Centre"
36238,1128.12,1,1,7,13,30,85,"B1","Regular","D",1109,"Centre"
36264,1128.12,1,1,4,8,38,50,"B2","Regular","E",4116,"Centre"
36271,564.06,1,0.91,5,12,49,50,"B1","Regular","D",632,"Centre"
36350,1128.12,1,0.47,7,11,28,85,"B2","Regular","E",4116,"Centre"
36372,1128,1,1,5,12,33,67,"B2","Diesel","C",370,"Centre"
36447,149.72,1,0.99,5,1,28,68,"B1","Diesel","E",6465,"Ile-de-France"
36457,3507.13,1,0.54,5,7,61,70,"B1","Regular","E",4116,"Centre"
36475,64.34,1,0.29,7,12,46,54,"B2","Regular","D",1600,"Centre"
36499,192.16,1,0.19,7,10,47,68,"B1","Diesel","D",1109,"Centre"
36506,1128.12,1,0.75,7,2,36,50,"B4","Diesel","C",168,"Centre"
36587,1128.12,1,0.2,6,14,43,64,"B1","Diesel","E",4116,"Centre"
36615,1495.88,1,0.83,7,11,54,67,"B2","Diesel","E",4116,"Centre"
36617,493.97,1,0.19,6,15,25,57,"B1","Regular","C",120,"Provence-Alpes-Cotes-D'Azur"
36763,1128.12,1,0.5,4,1,22,118,"B3","Regular","E",4116,"Centre"
36764,1520.13,1,0.09,4,1,22,118,"B3","Regular","E",4116,"Centre"
36785,129.32,1,0.68,4,11,20,125,"B3","Diesel","A",37,"Bourgogne"
36835,1128.12,1,1,9,3,56,73,"B1","Diesel","C",421,"Centre"
36845,1128.12,1,1,10,8,37,56,"B2","Diesel","C",286,"Centre"
36870,1020.65,1,0.93,7,12,42,85,"B4","Regular","D",754,"Centre"
36880,1128.12,1,0.5,7,1,30,76,"B3","Diesel","D",821,"Centre"
36890,1128.12,1,0.56,4,12,43,76,"B2","Regular","E",5053,"Ile-de-France"
36906,37.12,1,1,7,10,34,50,"B2","Regular","C",421,"Centre"
36935,1128.12,1,0.83,6,2,28,90,"B1","Diesel","D",1332,"Centre"
36945,1128.12,1,0.47,6,13,55,106,"B2","Regular","D",1867,"Ile-de-France"
36959,4614.79,2,1,7,1,56,105,"B11","Diesel","C",307,"Centre"
36959,1128.12,2,1,7,1,56,105,"B11","Diesel","C",307,"Centre"
36978,1128.12,1,0.61,9,24,24,95,"B13","Diesel","A",26,"Centre"
36988,1128.12,1,1,7,7,69,58,"B1","Diesel","C",168,"Centre"
36997,1128.12,1,0.58,4,11,36,50,"B5","Regular","C",168,"Centre"
36999,844.77,1,1,4,3,49,68,"B1","Regular","A",10,"Centre"
37025,77.49,1,0.96,7,11,32,85,"B1","Regular","E",4116,"Centre"
